"drug1_id","drug2_id","condition_id"
"DB06287","DB06641","D065646"
"DB08875","DB12307","D002289"
"DB06075","DB09073","D012512"
"DB00072","DB11772","D001943"
"DB06075","DB09073","D012512"
"DB00072","DB02656","D001943"
"DB06287","DB06641","D065646"
"DB00188","DB08162","D000077192"
"DB04868","DB08911","D002289"
"DB04868","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB04868","DB08911","D002289"
"DB00619","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB04868","DB08911","D002289"
"DB00619","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB00619","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB04868","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB04868","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB04868","DB08911","D002289"
"DB00619","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB04868","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB00619","DB08911","D002289"
"DB00619","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB09074","DB01262","D002289"
"DB04868","DB08911","D002289"
"DB04868","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB04868","DB08911","D002289"
"DB04868","DB08911","D002289"
"DB00619","DB08911","D002289"
"DB00619","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB04868","DB08911","D002289"
"DB04868","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB09074","DB01262","D002289"
"DB04868","DB08911","D002289"
"DB09074","DB01262","D002289"
"DB09073","DB00544","D003106"
"DB08865","DB09073","D003106"
"DB08912","DB09073","D003106"
"DB08916","DB08912","D003106"
"DB08912","DB00544","D003106"
"DB08912","DB00361","D003106"
"DB08865","DB08912","D003106"
"DB08865","DB09074","D003106"
"DB08912","DB09074","D003106"
"DB09073","DB00544","D003106"
"DB08865","DB08911","D003106"
"DB09073","DB00544","D003106"
"DB08865","DB08911","D003106"
"DB09074","DB08911","D003106"
"DB08912","DB00526","D003106"
"DB08912","DB08911","D003106"
"DB08865","DB00544","D002289"
"DB08865","DB09073","D002289"
"DB01590","DB09099","D008579"
"DB00002","DB01254","D015179"
"DB11967","DB09073","D015179"
"DB00398","DB00877","D018317"
"DB08911","DB00331","D002289"
"DB08901","DB08911","D000077192"
"DB08916","DB08911","D015179"
"DB08916","DB08911","D002289"
"DB11689","DB01248","D002289"
"DB08916","DB00072","D003106"
"DB08911","DB00072","D003106"
"DB09073","DB00072","D002289"
"DB09073","DB00072","D002289"
"DB08865","DB00072","D002289"
"DB08865","DB00072","D002289"
"DB08911","DB00072","D002289"
"DB08912","DB00072","D003106"
"DB08865","DB00072","D002289"
"DB09073","DB00072","D002289"
"DB08912","DB00072","D003106"
"DB08912","DB00072","D003106"
"DB08912","DB00072","D003106"
"DB08916","DB00072","D003106"
"DB09073","DB00072","D003106"
"DB09073","DB00072","D002289"
"DB08865","DB00072","D002289"
"DB08865","DB00072","D002289"
"DB08912","DB00072","D003106"
"DB09073","DB00072","D003106"
"DB08865","DB00072","D003106"
"DB08865","DB00072","D002289"
"DB09073","DB00072","D002289"
"DB08911","DB00072","D002289"
"DB08865","DB00072","D002289"
"DB11689","DB00072","D015179"
"DB01590","DB00072","D001943"
"DB08865","DB01254","D002289"
"DB09074","DB14792","D002289"
"DB09074","DB11581","D002289"
"DB09074","DB11581","D002289"
"DB09074","DB11581","D002289"
"DB09074","DB11581","D008545"
"DB09074","DB11581","D002289"
"DB09074","DB11581","D006258"
"DB09074","DB11581","D000098943"
"DB09074","DB11581","D015179"
"DB09074","DB11581","D011471"
"DB09074","DB17018","D046152"
"DB09073","DB15029","D000077192"
"DB11581","DB15029","D003106"
"DB11689","DB11581","D003106"
"DB11689","DB11581","D003106"
"DB11689","DB11581","D003106"
"DB01259","DB11581","D003106"
"DB01259","DB11581","D003106"
"DB01259","DB11581","D003106"
"DB09074","DB14792","D003106"
"DB09074","DB14792","D001943"
"DB09074","DB14792","D009447"
"DB09074","DB14792","D002292"
"DB09074","DB14792","D001943"
"DB09074","DB14792","D007938"
"DB09074","DB14792","D007938"
"DB11581","DB14917","D001943"
"DB09074","DB14792","D018190"
"DB01259","DB14792","D018190"
"DB11689","DB14917","D001943"
"DB11689","DB11581","D001943"
"DB11581","DB12048","D001943"
"DB09074","DB11581","D015179"
"DB09074","DB11581","D015179"
"DB11581","DB14792","D015179"
"DB11581","DB15029","D015179"
"DB11581","DB05220","D015179"
"DB09074","DB11581","D005909"
"DB11689","DB14917","D005909"
"DB09073","DB15029","D008545"
"DB09073","DB15029","D008545"
"DB09073","DB15029","D008545"
"DB11581","DB15029","D000077216"
"DB11581","DB15029","D000077216"
"DB11581","DB15029","D000077216"
"DB09073","DB14792","D000077216"
"DB09073","DB14792","D000077216"
"DB09074","DB16834","D010190"
"DB09074","DB16834","D010190"
"DB11581","DB14917","D010190"
"DB09074","DB16834","D055752"
"DB09074","DB16834","D055752"
"DB11581","DB14792","D055752"
"DB11581","DB12048","D055752"
"DB01259","DB11581","D055752"
"DB01259","DB11581","D055752"
"DB01259","DB11581","D055752"
"DB08911","DB12108","D055752"
"DB08911","DB12108","D055752"
"DB09073","DB11689","D055752"
"DB09073","DB14792","D055752"
"DB09073","DB14792","D010190"
"DB09073","DB14792","D010190"
"DB09073","DB11581","D010190"
"DB09073","DB11581","D010190"
"DB11581","DB17018","D010190"
"DB11581","DB17018","D010190"
"DB01259","DB11689","D008545"
"DB01259","DB11689","D008545"
"DB08865","DB11689","D008545"
"DB08865","DB11689","D005909"
"DB08865","DB11689","D005909"
"DB08865","DB01254","D012512"
"DB08865","DB01254","D012512"
"DB08865","DB01254","D012512"
"DB08865","DB01254","D012512"
"DB08865","DB01254","D012512"
"DB08865","DB01254","D012512"
"DB08865","DB01254","D015179"
"DB08865","DB01254","D015179"
"DB08865","DB01254","D015179"
"DB08865","DB01254","D015179"
"DB08865","DB01254","D015179"
"DB08865","DB01254","D015179"
"DB08865","DB01254","D001943"
"DB08865","DB01254","D001943"
"DB08865","DB01254","D001943"
"DB06595","DB00877","D007938"
"DB00072","DB00531","D001943"
"DB00072","DB01248","D001943"
"DB00072","DB00361","D001943"
"DB00675","DB11127","D001943"
"DB00072","DB00997","D001943"
"DB01254","DB00526","D015179"
"DB00072","DB00958","D001943"
"DB00072","DB00445","D001943"
"DB00072","DB00441","D001943"
"DB04690","DB08912","D003106"
"DB00675","DB12108","D001943"
"DB01259","DB12108","D001943"
"DB09073","DB12108","D001943"
"DB08865","DB12108","D001943"
"DB06626","DB12108","D001943"
"DB08911","DB12108","D001943"
"DB08911","DB12247","D003106"
"DB12015","DB16828","D001940"
"DB08912","DB12242","D003106"
"DB08912","DB12247","D003106"
"DB08912","DB12774","D003106"
"DB08912","DB12561","D003106"
"DB08912","DB12108","D003106"
"DB08912","DB16828","D003106"
"DB08912","DB11740","D003106"
"DB08912","DB12340","D003106"
"DB08912","DB15399","D003106"
"DB08912","DB06075","D003106"
"DB11689","DB11663","D000077192"
"DB00619","DB11663","D046152"
"DB08865","DB06469","D000077192"
"DB12015","DB08899","D011471"
"DB05984","DB11689","D015179"
"DB02546","DB00313","D000098943"
"DB08911","DB01985","D000077195"
"DB05984","DB11689","D002289"
"DB08911","DB12703","D008545"
"DB01169","DB06176","D008545"
"DB06176","DB00515","D001943"
"DB01169","DB01248","D001943"
"DB02546","DB00515","D001943"
"DB01169","DB06176","D015179"
"DB01169","DB06589","D010049"
"DB01169","DB00530","D002289"
"DB01169","DB01248","D002289"
"DB01169","DB01248","D015179"
"DB01169","DB06589","D001943"
"DB01169","DB02546","D015179"
"DB01169","DB01229","D001943"
"DB01169","DB01229","D002289"
"DB01169","DB01259","D001943"
"DB01169","DB01259","D010049"
"DB00398","DB01645","D009447"
"DB01169","DB05134","D007938"
"DB01169","DB12442","D007938"
"DB09063","DB01229","D002289"
"DB08896","DB08911","D021441"
"DB12015","DB11967","D015179"
"DB01590","DB11730","D001943"
"DB12015","DB11718","D015179"
"DB01590","DB11730","D004938"
"DB12015","DB11730","D001943"
"DB11967","DB08877","D021441"
"DB12015","DB00002","D015179"
"DB11718","DB11730","D008545"
"DB11791","DB00072","D004938"
"DB00002","DB11718","D015179"
"DB11967","DB11718","D008545"
"DB11967","DB11730","D008545"
"DB01259","DB00072","D001943"
"DB00398","DB00675","D001943"
"DB01254","DB00398","D001943"
"DB00307","DB01229","D002289"
"DB06589","DB01248","D001743"
"DB00530","DB01268","D001943"
"DB01259","DB00877","D001943"
"DB01254","DB00072","D001943"
"DB00530","DB00398","D001943"
"DB00530","DB00675","D001943"
"DB12015","DB00072","D004938"
"DB11967","DB00072","D002289"
"DB01590","DB00072","D001943"
"DB11967","DB00072","D015179"
"DB12015","DB15430","D004938"
"DB11967","DB11666","D002289"
"DB11718","DB11666","D008545"
"DB12015","DB15430","D002289"
"DB12015","DB14943","D002289"
"DB12015","DB15430","D021441"
"DB00072","DB15430","D004938"
"DB09143","DB11666","D021441"
"DB12015","DB15430","D001943"
"DB11967","DB11666","D021441"
"DB11967","DB11685","D021441"
"DB12015","DB15430","D015179"
"DB00072","DB15430","D001943"
"DB00530","DB07101","D015179"
"DB00530","DB11651","D015179"
"DB01259","DB11651","D002289"
"DB01268","DB07101","D002289"
"DB00530","DB11651","D002289"
"DB01268","DB07101","D015179"
"DB00530","DB07101","D002289"
"DB01259","DB16828","D002289"
"DB00398","DB07101","D015179"
"DB01259","DB16828","D001943"
"DB00530","DB16828","D001943"
"DB01259","DB11651","D015179"
"DB00530","DB16828","D002289"
"DB00398","DB07101","D002289"
"DB01259","DB16828","D015179"
"DB01259","DB16828","D008545"
"DB00530","DB16828","D008545"
"DB00530","DB16828","D015179"
"DB01259","DB12307","D002289"
"DB01259","DB12307","D001943"
"DB01259","DB12307","D004938"
"DB00072","DB11666","D015179"
"DB00530","DB16828","D001943"
"DB01259","DB16828","D001943"
"DB01169","DB01041","D010049"
"DB01169","DB00398","D010049"
"DB01169","DB00398","D001943"
"DB01169","DB01229","D001943"
"DB01169","DB00317","D001943"
"DB01169","DB05294","D010049"
"DB01169","DB01041","D001943"
"DB01590","DB01041","D001943"
"DB02546","DB00515","D001943"
"DB01169","DB01248","D001943"
"DB01169","DB05294","D001943"
"DB01169","DB00317","D010049"
"DB01169","DB00530","D001943"
"DB01590","DB06589","D001943"
"DB01169","DB00530","D010049"
"DB00317","DB00072","D001943"
"DB00619","DB00072","D046152"
"DB07101","DB08911","D008545"
"DB08865","DB12307","D002289"
"DB08901","DB12874","D015470"
"DB09330","DB11907","D002289"
"DB11689","DB08911","D000098943"
"DB11689","DB01248","D002289"
"DB12015","DB00238","D001943"
"DB08912","DB08881","D008545"
"DB11689","DB08911","D000098943"
