"drug1_id","drug2_id","condition_id"
"DB14723","DB09074","D008654"
"DB14723","DB09074","D010051"
"DB08877","DB11800","D002292"
"DB12001","DB12010","D005909"
"DB12001","DB12010","D001943"
"DB08877","DB01030","D018190"
"DB09074","DB08877","D005909"
"DB11581","DB08828","D016889"
"DB08899","DB08828","D016889"
"DB12147","DB08828","D001749"
"DB14723","DB08877","D001749"
"DB08877","DB15035","D018190"
"DB14723","DB08877","D006528"
"DB08828","DB00367","D016889"
"DB12141","DB08877","D001943"
"DB09074","DB08877","D001749"
"DB05015","DB08877","D001749"
"DB08912","DB08877","D008545"
"DB12141","DB08877","D001749"
"DB12147","DB08828","D002289"
"DB12147","DB01590","D001749"
"DB08877","DB12010","D004938"
"DB09073","DB08877","D000077195"
"DB08912","DB08828","D001943"
"DB11942","DB08828","D016889"
"DB08877","DB08828","D004938"
"DB12001","DB09073","D002289"
"DB12001","DB12130","D003110"
"DB08912","DB09074","D001749"
"DB08828","DB06137","D004938"
"DB11901","DB09074","D001943"
"DB09074","DB12010","D003110"
"DB01259","DB08828","D008545"
"DB12001","DB09073","D008545"
"DB12141","DB06137","D008545"
"DB08912","DB14723","D000077192"
"DB11901","DB06137","D011471"
"DB08875","DB11652","D011471"
"DB11652","DB00997","D002292"
"DB05015","DB11652","D004938"
"DB12483","DB11652","D016889"
"DB05015","DB11652","D000077195"
"DB05015","DB11652","D002294"
"DB09074","DB11652","D011471"
"DB08899","DB14723","D002292"
"DB11901","DB11652","D001943"
"DB12141","DB08828","D001943"
"DB08875","DB11652","D001943"
"DB11652","DB00367","D016889"
"DB05015","DB11652","D003110"
"DB11901","DB11652","D006528"
"DB11652","DB00997","D004938"
"DB08899","DB11652","D002289"
"DB11652","DB00997","D001943"
"DB09074","DB12010","D010051"
"DB11652","DB00367","D001943"
"DB11652","DB12010","D001749"
"DB11652","DB00997","D003110"
"DB12483","DB11652","D004938"
"DB09074","DB11652","D001749"
"DB14723","DB11652","D000077192"
"DB14723","DB09074","D000077192"
"DB14723","DB01030","D010673"
"DB14723","DB09074","D004938"
"DB14723","DB12010","D002289"
"DB14723","DB11652","D001943"
"DB11581","DB06137","D016889"
"DB08899","DB14723","D008654"
"DB11967","DB14723","D010673"
"DB14723","DB09074","D005910"
"DB14723","DB12010","D000077192"
"DB05015","DB06137","D016889"
"DB14723","DB11652","D018281"
"DB11967","DB14723","D002289"
"DB08899","DB14723","D005909"
"DB01254","DB14723","D016889"
"DB14723","DB11652","D001749"
"DB05015","DB06137","D002294"
"DB14723","DB06137","D016889"
"DB14723","DB06137","D004938"
"DB14723","DB06137","D006528"
"DB11652","DB06137","D004938"
"DB08916","DB08877","D002292"
"DB11901","DB06616","D011471"
"DB11901","DB06616","D001943"
"DB06616","DB12887","D001943"
"DB08877","DB12010","D002289"
"DB08908","DB12010","D002289"
"DB14568","DB12010","D011471"
"DB14723","DB12010","D001943"
"DB11942","DB12010","D001943"
"DB11967","DB01005","D000077192"
"DB11967","DB09073","D001749"
"DB11967","DB12010","D005909"
"DB11967","DB12010","D002289"
"DB11967","DB12483","D005909"
"DB11967","DB09074","D010051"
"DB12001","DB00619","D000077192"
"DB12483","DB12010","D001943"
"DB08916","DB12010","D000077192"
"DB01254","DB12010","D002294"
"DB01254","DB12010","D001943"
"DB08908","DB12010","D000077195"
"DB04868","DB12010","D002289"
"DB01254","DB12010","D002289"
"DB08912","DB12010","D000077195"
"DB11967","DB12010","D002289"
"DB08899","DB12010","D005909"
"DB08899","DB12010","D001749"
"DB11967","DB12010","D018268"
"DB05015","DB12010","D001749"
"DB11942","DB12010","D016889"
"DB11967","DB06616","D002294"
"DB08912","DB12010","D011471"
"DB09074","DB12010","D002289"
"DB09074","DB12010","D016889"
"DB08877","DB12010","D004938"
"DB08912","DB12010","D001943"
"DB09074","DB12010","D006528"
"DB08916","DB12010","D005909"
"DB09074","DB12010","D010051"
"DB09074","DB12010","D000077195"
"DB14723","DB12010","D006528"
"DB12483","DB12010","D002294"
"DB08877","DB12010","D001943"
"DB11652","DB12010","D001749"
"DB11967","DB12010","D008545"
"DB04868","DB12010","D001749"
"DB08899","DB12010","D002294"
"DB12147","DB14723","C536905"
"DB12147","DB14723","D016889"
"DB12147","DB09073","D002289"
"DB08899","DB12010","D008654"
"DB12147","DB14723","D011471"
"DB08899","DB12147","D001749"
"DB12147","DB09073","D002292"
"DB12147","DB06137","D008545"
"DB12147","DB15133","D000077192"
"DB12147","DB11652","D001749"
"DB12147","DB12010","D010051"
"DB12147","DB06137","D002289"
"DB08899","DB12010","D001943"
"DB08899","DB12010","D002289"
"DB08899","DB12010","D006528"
"DB05015","DB12010","D000077195"
"DB12483","DB12010","D016889"
"DB01590","DB12010","D006528"
"DB05015","DB12010","D016889"
"DB08899","DB12010","D005910"
"DB08899","DB12010","D016889"
"DB12147","DB06137","D001749"
"DB05015","DB12147","D016889"
"DB08899","DB12147","D002292"
"DB12147","DB01259","D016889"
"DB12147","DB12010","D016889"
"DB08912","DB12147","D001749"
"DB12147","DB06137","D002292"
"DB12147","DB00398","D001749"
"DB12483","DB12010","D005909"
"DB11967","DB08899","D005910"
"DB06616","DB00367","D016889"
"DB11967","DB08899","D005909"
"DB11967","DB11800","D013964"
"DB11967","DB12267","D008545"
"DB11967","DB01254","D008545"
"DB11967","DB04868","D008545"
"DB11967","DB08895","D008545"
"DB11967","DB15149","D016889"
"DB05015","DB11967","D015179"
"DB12001","DB11967","D008545"
"DB11967","DB14568","D005910"
"DB11967","DB08912","D008545"
"DB14723","DB12010","D003110"
"DB14723","DB12010","D005910"
"DB14723","DB12010","D018268"
"DB14723","DB12010","D001749"
"DB14723","DB12010","D001943"
"DB14723","DB12010","D016889"
"DB12001","DB11967","D001749"
"DB14723","DB00361","D016889"
"DB11967","DB11581","D013964"
"DB14723","DB12010","D004938"
"DB14723","DB12010","D000077195"
"DB14723","DB12010","D011471"
"DB11967","DB01005","D000077195"
"DB11967","DB00482","D004938"
"DB12147","DB12010","D005909"
"DB11967","DB12010","D001749"
"DB08899","DB12010","D011471"
"DB14723","DB12010","D000077195"
"DB14568","DB12010","D005910"
"DB11967","DB08899","D004938"
"DB11967","DB14568","D005910"
"DB11967","DB08899","D001749"
"DB11967","DB09073","C536905"
"DB11967","DB12010","D000077192"
"DB11967","DB08899","D002289"
"DB11967","DB12483","D001943"
"DB11967","DB08912","D008545"
"DB11967","DB12010","D011471"
"DB12147","DB11652","D016889"
"DB11967","DB09074","D001749"
"DB12887","DB12010","D001943"
"DB11967","DB00361","D016889"
"DB11967","DB09074","D001943"
"DB11967","DB08899","D000077195"
"DB11967","DB11581","D008545"
"DB06616","DB12010","D018281"
"DB09074","DB12010","D001749"
"DB11967","DB01030","D005910"
"DB11967","DB01005","D002289"
"DB11967","DB12483","D005910"
"DB11967","DB01259","D010051"
"DB11967","DB01030","D011471"
"DB08916","DB12010","D000077192"
"DB11967","DB12141","D005910"
"DB12147","DB15133","D010051"
"DB08899","DB12147","D005909"
"DB12147","DB09073","D005910"
"DB08899","DB12130","D001943"
"DB12141","DB12130","D001749"
"DB08865","DB11689","D021441"
"DB08865","DB09074","D015179"
"DB06616","DB12130","D001943"
"DB08865","DB08877","D004938"
"DB08865","DB08895","D008545"
"DB08865","DB01254","D008545"
"DB12130","DB11942","D016889"
"DB12130","DB09074","D016889"
"DB08865","DB08908","D002294"
"DB12001","DB08912","D008545"
"DB12001","DB11652","D016889"
"DB12001","DB08908","D001943"
"DB12001","DB11942","D002289"
"DB12001","DB15035","D018190"
"DB12001","DB08899","D001943"
"DB12001","DB06616","D000077195"
"DB12001","DB11967","D008545"
"DB00398","DB06287","D000077195"
"DB12001","DB09074","D011471"
"DB12001","DB08899","D004938"
"DB08865","DB09074","D016889"
"DB08865","DB09074","D000077195"
"DB08899","DB12130","D002289"
"DB06616","DB01030","D005909"
"DB11967","DB12130","D008545"
"DB12141","DB12130","D016889"
"DB08865","DB11942","D016889"
"DB08865","DB08908","D002289"
"DB11967","DB06616","D002294"
"DB06616","DB01030","D000077192"
"DB11967","DB06616","D005910"
"DB06616","DB01030","D005910"
"DB08865","DB00631","D001943"
"DB06616","DB08899","D004938"
"DB06616","DB11652","D001943"
"DB06616","DB11652","D016889"
"DB11942","DB12010","D002289"
"DB11942","DB12010","D004938"
"DB06616","DB12267","D005910"
"DB06616","DB12267","D008545"
"DB06616","DB08911","D005910"
"DB12001","DB00619","D018281"
"DB12001","DB08916","D001943"
"DB12001","DB06616","D005909"
"DB09074","DB12010","D002294"
"DB08908","DB12010","D001749"
"DB11942","DB12010","D002294"
"DB08899","DB12147","D005910"
"DB12147","DB09073","D001749"
"DB06287","DB15133","D005909"
"DB00398","DB06287","D000077192"
"DB00619","DB06287","D008545"
"DB09073","DB06287","D005910"
"DB01254","DB06287","D008654"
"DB08912","DB06287","D008545"
"DB12001","DB06616","D011471"
"DB12001","DB00619","D001943"
"DB12001","DB08912","D002289"
"DB12001","DB00619","D008545"
"DB12001","DB00619","D010051"
"DB05239","DB11581","D001943"
"DB12001","DB14568","D005910"
"DB12001","DB06137","D004938"
"DB12001","DB11652","D001943"
"DB05239","DB12010","D000077192"
"DB12001","DB08912","D000077192"
"DB09074","DB12010","D008654"
"DB12001","DB09074","D010051"
"DB08912","DB09073","D005909"
"DB08899","DB14568","D016889"
"DB09074","DB11581","D001943"
"DB08899","DB14568","D011471"
"DB08899","DB12147","D001749"
"DB08899","DB12010","D008654"
"DB08899","DB00997","D016889"
"DB08899","DB14568","D004938"
"DB11901","DB08899","D011471"
"DB08899","DB00244","D001943"
"DB08899","DB00997","D002292"
"DB08899","DB14568","D003110"
"DB08899","DB14723","D001943"
"DB15233","DB08899","D001943"
"DB11581","DB15035","D018190"
"DB08908","DB12147","D004938"
"DB01259","DB00398","D001943"
"DB11967","DB00398","D000077192"
"DB09074","DB09073","D002289"
"DB09073","DB00727","D002289"
"DB00398","DB06137","D001749"
"DB08912","DB00398","D001749"
"DB11901","DB00398","D001943"
"DB05015","DB00398","D002289"
"DB11967","DB00398","D002289"
"DB12001","DB00398","D000077192"
"DB00398","DB11581","D002289"
"DB00398","DB12887","D001943"
"DB00398","DB00367","D016889"
"DB08899","DB00398","D001749"
"DB09073","DB00398","D001749"
"DB00398","DB12010","D010051"
"DB01005","DB00398","D002289"
"DB08899","DB09073","D008545"
"DB08908","DB12147","D000077195"
"DB08899","DB09074","D000077195"
"DB08899","DB08877","D002292"
"DB08899","DB14723","D005910"
"DB08899","DB14568","D006528"
"DB08912","DB08899","D004938"
"DB12267","DB08899","D005910"
"DB08899","DB15035","D018190"
"DB08899","DB12130","D000077195"
"DB08899","DB09073","D011471"
"DB08899","DB00367","D016889"
"DB11963","DB08899","D001943"
"DB08899","DB12147","D000077195"
"DB08899","DB09073","D004938"
"DB08899","DB04868","D001943"
"DB11901","DB08899","D001943"
"DB08899","DB12010","D002294"
"DB08916","DB09073","D005909"
"DB11901","DB00398","D011471"
"DB08899","DB09073","D002289"
"DB08916","DB09073","D002289"
"DB12267","DB11689","D000098943"
"DB01005","DB11689","D003110"
"DB11689","DB00482","D005910"
"DB11689","DB11581","D000098943"
"DB09073","DB00398","D008545"
"DB12001","DB00398","D001943"
"DB09073","DB00398","D002289"
"DB08908","DB00398","D002289"
"DB08899","DB08895","D008545"
"DB08899","DB09073","D001749"
"DB08899","DB08828","D002289"
"DB12483","DB08899","D002289"
"DB12001","DB08899","D002289"
"DB08899","DB12010","D011471"
"DB05015","DB08899","D016889"
"DB08899","DB06137","D004938"
"DB06616","DB08899","D016889"
"DB08899","DB08877","D003110"
"DB12147","DB06137","D001749"
"DB08865","DB12147","D002289"
"DB08912","DB12147","D003110"
"DB08875","DB12147","D001943"
"DB12147","DB01030","D002289"
"DB09074","DB00398","D016889"
"DB12147","DB14568","D005910"
"DB08912","DB12147","D001749"
"DB12147","DB08828","D016889"
"DB12267","DB12147","D008545"
"DB08912","DB12147","D008545"
"DB08908","DB12147","D002289"
"DB12483","DB08899","D001943"
"DB08899","DB09073","D005910"
"DB08899","DB09073","D018190"
"DB12483","DB09073","D005909"
"DB08899","DB12010","D002289"
"DB08899","DB12010","D000077195"
"DB12483","DB08899","D000077195"
"DB08916","DB00398","D000077195"
"DB08912","DB00398","D001943"
"DB00398","DB01229","D001943"
"DB11967","DB09073","D001749"
"DB14568","DB09073","D005909"
"DB08899","DB12010","D005910"
"DB08899","DB09073","D005909"
"DB11967","DB09073","D005909"
"DB09073","DB11652","D002289"
"DB09073","DB06287","D002289"
"DB08912","DB09073","D000077192"
"DB08899","DB09073","D010051"
"DB11967","DB08899","D000077195"
"DB12147","DB09073","D001749"
"DB08899","DB00398","D004938"
"DB00398","DB11581","D001943"
"DB11942","DB00398","D001943"
"DB08899","DB11652","D000077192"
"DB08916","DB08899","D000077192"
"DB12001","DB08899","D004938"
"DB12483","DB08899","D016889"
"DB08899","DB04868","D008654"
"DB08899","DB12147","D002294"
"DB08899","DB09074","D001943"
"DB12001","DB08899","D005909"
"DB08899","DB09073","D002292"
"DB08899","DB09073","D000077195"
"DB05015","DB08899","D001749"
"DB08899","DB00244","D002289"
"DB12147","DB11730","D000077195"
"DB08912","DB09073","D000077195"
"DB08912","DB11730","D002292"
"DB11730","DB01041","D000077192"
"DB09073","DB00293","D006528"
"DB08877","DB00293","D005909"
"DB14723","DB00293","D001943"
"DB09073","DB00293","D000077192"
"DB11730","DB01041","D009373"
"DB14723","DB00293","D001749"
"DB14723","DB00293","D011471"
"DB08899","DB00293","D001943"
"DB09073","DB00293","D001749"
"DB11730","DB08828","D010051"
"DB11730","DB01041","D002294"
"DB11963","DB11952","D010051"
"DB11952","DB08911","D005909"
"DB11952","DB01259","D001943"
"DB14723","DB00293","D000077192"
"DB09073","DB11730","D000077195"
"DB08912","DB09073","D021441"
"DB08899","DB09074","D002292"
"DB14723","DB11730","D021441"
"DB11730","DB01041","D002292"
"DB11730","DB01041","D003110"
"DB11730","DB00398","D004938"
"DB09073","DB11730","D008545"
"DB11730","DB08828","D011471"
"DB11952","DB12887","D004938"
"DB11952","DB05294","D021441"
"DB12267","DB11952","D008545"
"DB11952","DB08895","D008545"
"DB11952","DB00367","D016889"
"DB11952","DB12147","D001749"
"DB11952","DB01259","D010051"
"DB05015","DB11952","D016889"
"DB05015","DB11952","D004938"
"DB09073","DB11730","D005909"
"DB08916","DB11730","D001749"
"DB08916","DB11730","D005909"
"DB08916","DB11730","D002289"
"DB08916","DB11730","D000077192"
"DB09074","DB01262","D005909"
"DB05015","DB08828","D016889"
"DB11952","DB08899","D001943"
"DB09074","DB09073","D001943"
"DB05015","DB08828","D003110"
"DB01590","DB09074","D001943"
"DB08899","DB09074","D016889"
"DB05015","DB08828","D001943"
"DB08828","DB01030","D005910"
"DB12483","DB09073","D005910"
"DB08895","DB11581","D000077195"
"DB14723","DB12010","D000077195"
"DB01254","DB14723","D004938"
"DB01254","DB14723","D010673"
"DB01254","DB14723","D000077192"
"DB01254","DB14723","D006528"
"DB14723","DB12010","D006528"
"DB05015","DB14723","D001943"
"DB01254","DB14723","D021441"
"DB08916","DB12147","D001749"
"DB08908","DB12147","D001943"
"DB12147","DB11652","D001749"
"DB12147","DB00367","D001943"
"DB12147","DB15035","D001943"
"DB12147","DB08895","D005910"
"DB12147","DB12141","D001943"
"DB14723","DB11942","D001943"
"DB12147","DB14568","D011471"
"DB08899","DB04868","D002292"
"DB08899","DB08828","D006528"
"DB08899","DB12010","D004938"
"DB11967","DB08899","D005910"
"DB08899","DB12147","D002289"
"DB08899","DB05294","D011471"
"DB08899","DB15149","D016889"
"DB08899","DB01204","D002294"
"DB12267","DB12147","D016889"
"DB12147","DB08895","D008545"
"DB14568","DB14723","D005910"
"DB08916","DB12147","D000077195"
"DB08912","DB12147","D001943"
"DB01254","DB14723","D002292"
"DB01254","DB14723","D018281"
"DB11963","DB12147","D001943"
"DB12147","DB00262","D002289"
"DB12147","DB11942","D002289"
"DB12147","DB12130","D000077192"
"DB12001","DB08916","D000077195"
"DB12147","DB14568","D001749"
"DB01254","DB14723","D002294"
"DB14723","DB11942","D002289"
"DB05015","DB14723","D016889"
"DB08912","DB09074","D000077192"
"DB08912","DB09074","D003110"
"DB08912","DB09074","D008545"
"DB08912","DB09074","D013964"
"DB08912","DB09074","D002292"
"DB11967","DB14723","D006528"
"DB14723","DB01204","D001749"
"DB14723","DB12887","D001943"
"DB12147","DB12130","D002289"
"DB08912","DB14723","D008545"
"DB14723","DB12010","D001749"
"DB14723","DB12887","D002289"
"DB08912","DB12147","D013964"
"DB14723","DB11942","D016889"
"DB12001","DB08916","D008654"
"DB12001","DB08916","D004938"
"DB14723","DB01204","D006528"
"DB01254","DB14723","D002289"
"DB14723","DB11942","D004938"
"DB01254","DB14723","D001943"
"DB14723","DB01204","D016889"
"DB12147","DB12010","D003110"
"DB12001","DB11730","D004938"
"DB08916","DB11967","D002289"
"DB15233","DB01030","D005910"
"DB15233","DB08912","D005910"
"DB15233","DB09074","D009373"
"DB15233","DB14568","D005910"
"DB15233","DB00762","D001749"
"DB15233","DB01030","D005909"
"DB11967","DB00727","D005910"
"DB08899","DB11942","D016889"
"DB08899","DB08877","D004938"
"DB08912","DB09073","D008545"
"DB12267","DB08895","D016889"
"DB08895","DB00367","D001943"
"DB12267","DB08895","D005910"
"DB08899","DB09074","D006528"
"DB12267","DB08899","D008545"
"DB09073","DB00727","D000077195"
"DB01254","DB12010","D006528"
"DB08899","DB09074","D000077192"
"DB08899","DB00997","D001943"
"DB01254","DB08899","D016889"
"DB08899","DB09074","D016889"
"DB01254","DB08899","D008545"
"DB08899","DB00367","D001943"
"DB11967","DB09073","D008545"
"DB08875","DB12887","D001749"
"DB08916","DB12483","D006528"
"DB08916","DB09073","D005910"
"DB08916","DB09073","D000077195"
"DB08916","DB12010","D005909"
"DB08875","DB08908","D001943"
"DB08916","DB11967","D005909"
"DB08895","DB11652","D016889"
"DB08875","DB01204","D006528"
"DB08916","DB12267","D005909"
"DB08916","DB12267","D005910"
"DB08916","DB14723","D005910"
"DB08916","DB08911","D005909"
"DB08916","DB05015","D021441"
"DB08916","DB11730","D002289"
"DB08916","DB09073","D002289"
"DB08916","DB11730","D002292"
"DB08916","DB05294","D002289"
"DB08916","DB05015","D000077192"
"DB08916","DB09073","D005909"
"DB08916","DB09074","D000077192"
"DB08916","DB00398","D002289"
"DB08916","DB09073","D008545"
"DB08916","DB11730","D005909"
"DB08916","DB05015","D005910"
"DB01254","DB11652","D001943"
"DB08916","DB14723","D005909"
"DB08916","DB11730","D000077192"
"DB09073","DB11652","D000077192"
"DB08916","DB09074","D001749"
"DB08916","DB11730","D001749"
"DB12001","DB08916","D000077192"
"DB08916","DB12267","D010051"
"DB08916","DB11730","D000077195"
"DB08916","DB11730","D003110"
"DB08916","DB05015","D001943"
"DB08916","DB00398","D001943"
"DB08916","DB11730","D001943"
"DB08916","DB09073","D004938"
"DB08916","DB09073","D000077192"
"DB08916","DB09073","D001943"
"DB08916","DB05015","D016889"
"DB08916","DB05015","D000077195"
"DB08916","DB05294","D010051"
"DB01254","DB09074","D015179"
"DB01254","DB09074","D000077195"
"DB01254","DB00367","D016889"
"DB08916","DB05015","D008545"
"DB12001","DB08916","D005909"
"DB08916","DB09074","D002289"
"DB08916","DB11967","D000077192"
"DB08916","DB08899","D005909"
"DB08916","DB05015","D002289"
"DB08916","DB00398","D000077195"
"DB08875","DB12887","D002289"
"DB08916","DB08899","D001943"
"DB01254","DB11942","D002289"
"DB05015","DB09073","D005909"
"DB05015","DB09073","D002289"
"DB08899","DB14723","D016889"
"DB08916","DB11967","D000077195"
"DB08916","DB12483","D004938"
"DB01254","DB01204","D006528"
"DB11967","DB01254","D008545"
"DB01254","DB00262","D008545"
"DB01254","DB01259","D010051"
"DB01254","DB12010","D002289"
"DB08916","DB05015","D010673"
"DB01254","DB11652","D000077192"
"DB11967","DB01254","D006528"
"DB01254","DB09074","D001943"
"DB08912","DB01254","D013964"
"DB08916","DB12483","D005910"
"DB08912","DB01254","D008545"
"DB01254","DB09074","D001749"
"DB01254","DB00244","D001943"
"DB01254","DB09074","D004938"
"DB01254","DB00683","D001943"
"DB01254","DB12887","D001943"
"DB01254","DB08877","D001943"
"DB11967","DB08895","D001943"
"DB08875","DB12147","D002289"
"DB11967","DB00727","D010673"
"DB11963","DB09073","D004938"
"DB11963","DB09073","D000077195"
"DB11963","DB09073","D001943"
"DB11963","DB09073","D000077192"
"DB12001","DB11963","D001749"
"DB08865","DB11963","D010051"
"DB11963","DB08908","D002289"
"DB11963","DB09073","D008545"
"DB11963","DB08908","D000077195"
"DB08916","DB00398","D004938"
"DB12001","DB08916","D000077195"
"DB08916","DB11652","D021441"
"DB08916","DB08899","D005910"
"DB08916","DB05015","D001749"
"DB08875","DB12887","D001943"
"DB11963","DB09073","D002289"
"DB08875","DB11652","D001943"
"DB08875","DB14723","D002289"
"DB08875","DB14723","D004938"
"DB08916","DB05015","D004938"
"DB08916","DB12010","D001749"
"DB12001","DB08916","D004938"
"DB08912","DB11963","D002289"
"DB11963","DB04868","D003110"
"DB08875","DB11942","D001943"
"DB08916","DB11730","D004938"
"DB11963","DB08877","D004938"
"DB08865","DB11963","D000077192"
"DB11963","DB00367","D001943"
"DB11901","DB11963","D011471"
"DB08916","DB11967","D005910"
"DB11963","DB09074","D000077195"
"DB12001","DB08916","D018281"
"DB09074","DB00398","D002289"
"DB08899","DB00398","D016889"
"DB12483","DB00398","D000077195"
"DB09074","DB00398","D001943"
"DB09073","DB00398","D000077195"
"DB14568","DB11689","D005910"
"DB12267","DB11689","D005910"
"DB11581","DB01030","D001943"
"DB11689","DB08895","D005909"
"DB15233","DB11689","D000098943"
"DB09073","DB00398","D000077192"
"DB09073","DB00398","D001943"
"DB09073","DB00398","D004938"
"DB08877","DB00398","D004938"
"DB00398","DB00997","D001943"
"DB14568","DB11689","D011471"
"DB11942","DB00398","D002289"
"DB08865","DB08899","D002289"
"DB11967","DB08899","D005909"
"DB11942","DB00398","D004938"
"DB00398","DB00367","D002294"
"DB11581","DB01030","D005910"
"DB12001","DB00398","D021441"
"DB11689","DB08895","D005910"
"DB11689","DB08895","D000098943"
"DB14723","DB00398","D001943"
"DB00398","DB06137","D005909"
"DB09074","DB00398","D000098943"
"DB00398","DB00997","D004938"
"DB08908","DB00398","D000077195"
"DB08908","DB00398","D004938"
"DB00398","DB00367","D001943"
"DB09074","DB00398","D000077195"
"DB00398","DB12887","D004938"
"DB09074","DB00398","D000077192"
"DB08875","DB11652","D021441"
"DB08875","DB01254","D008545"
"DB08895","DB01204","D016889"
"DB08875","DB14723","D001943"
"DB05015","DB09073","D000077195"
"DB11967","DB09073","C536905"
"DB08899","DB09073","D008654"
"DB12267","DB08899","D005909"
"DB06616","DB09073","D003110"
"DB09074","DB09073","D000077195"
"DB09073","DB06287","D003110"
"DB08912","DB09073","D018281"
"DB08899","DB09073","D005910"
"DB09074","DB09073","D002292"
"DB05239","DB09073","D021441"
"DB05015","DB09073","D004938"
"DB08899","DB09073","D004938"
"DB11967","DB09073","D004938"
"DB09074","DB09073","D001749"
"DB08899","DB08877","D001943"
"DB09073","DB06287","D002292"
"DB12147","DB09073","D002292"
"DB11942","DB08895","D010051"
"DB09074","DB08895","D001943"
"DB08877","DB08895","D001943"
"DB08895","DB00367","D016889"
"DB05015","DB08895","D002289"
"DB05015","DB08895","D016889"
"DB11967","DB09073","D006528"
"DB14568","DB08895","D005910"
"DB12001","DB08916","D001749"
"DB08899","DB09073","D000077195"
"DB08912","DB09073","D005910"
"DB12483","DB09073","D006528"
"DB08895","DB06137","D008545"
"DB11963","DB08899","D005910"
"DB08912","DB08899","D001943"
"DB08916","DB09073","D005910"
"DB05015","DB09073","D001749"
"DB14568","DB09073","D005910"
"DB11967","DB00727","C536905"
"DB08916","DB00398","D002294"
"DB08916","DB12483","D005909"
"DB08916","DB05015","D005909"
"DB12001","DB08916","D002289"
"DB08916","DB12010","D001943"
"DB08875","DB11730","D004938"
"DB08875","DB14723","D001749"
"DB01254","DB00481","D018190"
"DB08875","DB09074","D001749"
"DB01254","DB00997","D010051"
"DB01254","DB09074","D016889"
"DB01254","DB11730","D004938"
"DB01254","DB00367","D001943"
"DB01254","DB00481","C536905"
"DB01254","DB08877","D004938"
"DB01254","DB00997","D002289"
"DB08916","DB05294","D011471"
"DB08916","DB09073","D001749"
"DB09073","DB06287","D000077195"
"DB08895","DB01204","D006528"
"DB09073","DB11800","D002292"
"DB12267","DB08895","D010051"
"DB09073","DB06137","D002292"
"DB08916","DB09073","D000077195"
"DB08899","DB04868","D008545"
"DB08899","DB11730","D002289"
"DB08899","DB14568","D001749"
"DB01254","DB11652","D018281"
"DB11963","DB00367","D016889"
"DB11963","DB09074","D006528"
"DB11963","DB08877","D002292"
"DB08916","DB12010","D000077192"
"DB11730","DB01204","D006528"
"DB11952","DB08877","D004938"
"DB11730","DB08828","D005909"
"DB12267","DB01204","D005910"
"DB11689","DB12010","D018268"
"DB09074","DB08895","D010051"
"DB08908","DB09074","D004938"
"DB09074","DB00367","D016889"
"DB09074","DB11652","D010051"
"DB09074","DB11652","D001943"
"DB14723","DB00377","D005909"
"DB08908","DB09074","D002289"
"DB08865","DB09074","D000077192"
"DB09074","DB08877","D001943"
"DB01254","DB09074","D016889"
"DB14568","DB09074","D004938"
"DB12267","DB09074","D008545"
"DB09074","DB08877","D003110"
"DB08908","DB09074","D000077195"
"DB09074","DB08877","D003110"
"DB12141","DB11800","D005909"
"DB12141","DB11800","D002289"
"DB01590","DB09073","D002289"
"DB09074","DB06137","D004938"
"DB04868","DB09074","D008654"
"DB12141","DB14568","D001749"
"DB14568","DB00377","D005910"
"DB11689","DB12010","D001943"
"DB12267","DB01590","D008545"
"DB01590","DB09074","D001943"
"DB08899","DB11800","D005910"
"DB08899","DB11800","D001943"
"DB05015","DB11800","D003110"
"DB09074","DB11800","D003110"
"DB11689","DB12010","D003110"
"DB01590","DB01204","D006528"
"DB09074","DB11689","D000098943"
"DB08912","DB11689","D005909"
"DB09074","DB11652","D004938"
"DB01254","DB01590","D008545"
"DB01590","DB06137","D002294"
"DB01590","DB09073","D000077195"
"DB09074","DB11942","D002289"
"DB11689","DB12010","D000077195"
"DB01590","DB11942","D002289"
"DB11800","DB12010","D002289"
"DB01590","DB12887","D001749"
"DB12141","DB11800","D005909"
"DB05015","DB12141","D003110"
"DB08865","DB12141","D011471"
"DB01590","DB12887","D004938"
"DB01590","DB09074","D006528"
"DB08828","DB01030","D005909"
"DB08916","DB11730","D000077195"
"DB12141","DB11800","D002289"
"DB12141","DB14568","D004938"
"DB12141","DB00367","D001943"
"DB08875","DB12141","D001943"
"DB12141","DB11800","D001749"
"DB12141","DB11800","D005910"
"DB12141","DB11800","D010673"
"DB12141","DB11800","D001749"
"DB09073","DB08828","D010051"
"DB09074","DB09073","D000077192"
"DB12267","DB00727","D010673"
"DB08865","DB09073","D000077192"
"DB14723","DB09073","D005910"
"DB09073","DB08895","D000077195"
"DB08916","DB09073","D008654"
"DB15149","DB09073","D002289"
"DB12267","DB09073","D005909"
"DB09073","DB08877","D000077192"
"DB14723","DB09073","D005909"
"DB09073","DB11652","D004938"
"DB09073","DB00683","D011471"
"DB09073","DB08895","D002289"
"DB09073","DB06137","D018281"
"DB04868","DB09073","D008654"
"DB12147","DB09073","D002289"
"DB12130","DB09073","D000077192"
"DB09073","DB08877","D000077195"
"DB08916","DB09073","D001943"
"DB08865","DB12141","D000077192"
"DB12141","DB01204","D003110"
"DB12141","DB06137","D003110"
"DB12141","DB11800","D005910"
"DB12141","DB04868","D001943"
"DB12141","DB14723","D001943"
"DB12141","DB09074","D008545"
"DB12141","DB11800","D003110"
"DB01590","DB09073","D004938"
