drug	condition
DB01590	D015459
DB01590	D017728
DB01590	D054391
DB01590	D007119
DB00388	D007511
DB00935	D007511
DB00211	D020521
DB00211	D000083242
DB00211	D002544
DB00211	D006973
DB00211	D007511
DB04946	D010300
DB04946	D001523
DB00313	D010243
DB00313	D013494
DB00572	D016472
DB00572	D000690
DB00572	D012598
DB00747	D016472
DB00747	D000690
DB00747	D012598
DB00633	D016472
DB00633	D000690
DB00633	D012598
DB09300	D016472
DB09300	D000690
DB09300	D012598
DB09570	D009103
DB09570	D020529
DB09570	D020528
DB09570	D012598
DB09477	D003920
DB09477	D003924
DB00230	D015673
DB00230	D005221
DB09106	D006331
DB09106	D006349
DB09111	D006331
DB09111	D006349
DB01234	D020141
DB11487	D020141
DB14649	D020141
DB01234	D001778
DB11487	D001778
DB14649	D001778
DB01076	D020141
DB01076	D001778
DB01216	D013119
DB01216	D009422
DB01216	D002493
DB01216	D013118
DB01216	D020196
DB01216	D000091662
DB01216	D005832
DB01216	D004700
DB01216	D006058
DB01216	D014947
DB09042	D012871
DB14569	D012871
DB00683	D017192
DB00683	D012871
DB01098	D017192
DB01098	D012871
DB01143	D008654
DB01143	D000086002
DB00126	D012128
DB00126	D012127
DB14490	D012128
DB14490	D012127
DB14484	D012128
DB14484	D012127
DB14482	D012128
DB14482	D012127
DB01175	D016584
DB01026	D006526
DB05667	D006526
DB00435	D006965
DB08895	D007896
DB08895	D016773
DB01109	D013924
DB15404	D013924
DB00009	D013924
DB01058	D004827
DB01062	D003929
DB01062	D011115
DB00181	D013375
DB00683	D004417
DB00633	D004417
DB09037	D009374
DB09037	D004067
DB00443	D006967
DB09555	D006967
DB13679	D006967
DB04868	D007890
DB04868	D008080
DB04868	D002813
DB08878	D001168
DB08878	D001172
DB01076	D000230
DB01076	D010190
DB00973	D000230
DB00973	D010190
DB09303	D000230
DB09303	D010190
DB01042	D001650
DB01276	D046768
DB01276	D044903
DB00631	D001752
DB00734	D012008
DB01238	D012008
DB01224	D012008
DB00899	D016893
DB01189	D016893
DB11678	D008545
DB00184	D055752
DB09063	D019337
DB00181	D014277
DB00181	D009437
DB00507	D010538
DB00507	D001201
DB00803	D010538
DB01111	D010538
DB00803	D008103
DB01111	D008103
DB00803	D001201
DB01111	D001201
DB01059	D001201
DB00884	D008223
DB00884	D007938
DB01077	D008223
DB01077	D007938
DB00633	D003108
DB00297	D002769
DB00297	D041761
DB00035	D004417
DB00035	D013610
DB00746	D002545
DB00746	D002544
DB00316	D012600
DB00627	D054160
DB15764	D054160
DB05382	D019337
DB05382	D052016
DB00878	D019337
DB16572	D019337
DB16572	D052016
DB16572	D013280
DB06812	D019337
DB06812	D052016
DB06812	D013280
DB00646	D019337
DB11061	D019337
DB14478	D019337
DB09462	D003117
DB00254	D014947
DB00295	D051299
DB00295	D006261
DB06292	D012131
DB06287	D001168
DB06287	D001172
DB00904	D004417
DB00193	D007410
DB00193	D005767
DB00193	D003248
DB00193	D000079689
DB00073	D007153
DB00073	D017074
DB00993	D007153
DB00993	D017074
DB09036	D000075122
DB01254	D012878
DB00412	D008288
DB01098	D008288
DB00947	D018450
DB01217	D018450
DB00678	D006943
DB00747	D009767
DB00497	D009767
DB00327	D009767
DB00956	D009767
DB00924	D009767
DB09300	D009767
DB11363	D006528
DB03085	D007669
DB03085	D053040
DB01373	D010510
DB01373	D017823
DB00442	D015179
DB00975	D050197
DB00140	D003141
DB14727	D003141
DB00140	D007239
DB14727	D007239
DB01211	D008175
DB01211	D019282
DB01211	D002100
DB00422	D001072
DB00201	D019966
DB01394	D000082862
DB01394	D002114
DB00390	D009190
DB00136	D002277
DB15557	D002277
DB00136	D002280
DB15557	D002280
DB00586	D002280
DB00904	D012128
DB00904	D012127
DB00904	D055371
DB00995	D008223
DB00995	D007938
DB00995	D007945
DB00995	D015451
DB00995	D015463
DB12942	D018805
DB08904	D008545
DB14851	D013274
DB00417	D011014
DB00254	D004716
DB01076	D005909
DB11675	D020521
DB00633	D001164
DB00633	D005402
DB00818	D001164
DB00435	D006349
DB06626	D044342
DB00559	D008545
DB01268	D014571
DB00641	D006938
DB01037	D008575
DB00806	D004066
DB00806	D007565
DB00316	D002821
DB00818	D004715
DB00852	D012852
DB01364	D012852
DB09302	D014652
DB00435	D016638
DB00235	D012772
DB06779	D008223
DB06779	D007938
DB06779	D011289
DB06779	D002583
DB06779	D011230
DB06779	D009190
DB06779	D009196
DB00608	D000163
DB00205	D015658
DB00205	D000163
DB01299	D007239
DB01299	D015658
DB01299	D000163
DB00297	D005099
DB00297	D004948
DB00297	D001763
DB00038	D008595
DB00929	D016640
DB01050	D001171
DB00927	D001168
DB00927	D001171
DB16650	D012393
DB01270	D012607
DB00443	D010612
DB00443	D003371
DB00443	D006685
DB00443	D055154
DB01109	D007249
DB15404	D007249
DB01109	D016063
DB15404	D016063
DB01042	D018278
DB01042	D007516
DB00398	D055756
DB00398	D008581
DB01104	D016919
DB01104	D016921
DB01104	D008581
DB00704	D014076
DB00181	D014076
DB01638	D014076
DB04951	D011230
DB01032	D003920
DB05426	D016585
DB16555	D016585
DB05426	D014623
DB16555	D014623
DB00612	D044342
DB00744	D002289
DB14491	D007410
DB14491	D015212
DB06403	D006975
DB06403	D005355
DB01136	D000544
DB11059	D003316
DB00661	D016063
DB00586	D006111
DB00586	D049970
DB00571	D006111
DB00571	D005128
DB00571	D049970
DB00264	D006111
DB00264	D005128
DB00264	D049970
DB00763	D005128
DB09256	D018358
DB00295	D056128
DB00844	D056128
DB01225	D002056
DB01004	D009362
DB01004	D001932
DB00230	D012892
DB08997	D012852
DB08997	D019066
DB08997	D005157
DB08997	D013001
DB00215	D012852
DB00215	D019066
DB00215	D005157
DB00215	D013001
DB01175	D012852
DB01175	D019066
DB01175	D005157
DB01175	D013001
DB00313	D006008
DB00313	D006012
DB00313	D004194
DB00588	D011565
DB08906	D011565
DB13867	D011565
DB00104	D009205
DB00055	D007022
DB06151	D014256
DB14080	D014256
DB14479	D014256
DB14480	D014256
DB11421	D007246
DB11421	D007248
DB00393	D009442
DB00393	D009464
DB01248	D000084462
DB01248	D005334
DB11094	D010510
DB00153	D010510
DB00169	D010510
DB01327	D005596
DB01127	D014009
DB11699	D020250
DB00545	D006009
DB00515	D002292
DB00633	D009461
DB00633	D019954
DB00633	D019965
DB01008	D008180
DB01008	D012595
DB01008	D045743
DB00087	D008180
DB00619	D008171
DB00619	D011658
DB00619	D054990
DB01026	D009369
DB05667	D009369
DB01026	D019337
DB05667	D019337
DB00537	D001170
DB00713	D001170
DB00205	D012552
DB01299	D012552
DB00613	D012552
DB01175	D007174
DB01175	D000096705
DB06366	D009360
DB00558	D014777
DB00558	D006566
DB12771	D001943
DB00970	D013736
DB00563	D013736
DB01114	D007299
DB09555	D007299
DB13679	D007299
DB00572	D002318
DB00572	D014652
DB00388	D014652
DB00368	D014652
DB00935	D014652
DB03128	D002318
DB01400	D002318
DB01400	D014652
DB00471	D009103
DB00471	D012598
DB00254	D018856
DB00254	D017699
DB00254	D013001
DB14489	D019954
DB14489	D001724
DB14489	D001523
DB14489	D002653
DB01023	D007333
DB01029	D007333
DB00297	D007718
DB01006	D008654
DB01006	D000086002
DB00947	D008654
DB00947	D000086002
DB00683	D008654
DB00683	D000086002
DB09261	D001281
DB05109	D011471
DB11094	D016393
DB11094	D016403
DB00169	D016393
DB00169	D016403
DB11771	D009101
DB00859	D006527
DB06215	D005317
DB01194	D056833
DB00305	D009364
DB12525	D012516
DB00020	D012516
DB01041	D007890
DB01115	D013789
DB01115	D006432
DB01115	D019190
DB01115	D006486
DB09270	D007248
DB09035	D001168
DB09035	D001172
DB09035	D011111
DB09035	D003092
DB09035	D003424
DB09035	D003093
DB09035	D009103
DB09035	D013700
DB09035	D001167
DB09035	D011565
DB09035	D008180
DB09035	D001327
DB09315	D016584
DB13453	D016584
DB00878	D007172
DB01045	D007172
DB00798	D007172
DB00472	D004194
DB11094	D014552
DB00153	D007239
DB00153	D003141
DB00153	D014552
DB00169	D014552
DB00514	D019636
DB00675	D012893
DB00675	D020447
DB00675	D005221
DB06825	D012893
DB06825	D020447
DB06825	D005221
DB00990	D012893
DB00990	D020447
DB00990	D005221
DB00277	D000086582
DB00277	D000370
DB00373	D017889
DB01065	D000071074
DB00331	D007752
DB01076	D003123
DB05426	D000072742
DB16555	D000072742
DB09037	D009196
DB01248	D009101
DB01248	D009196
DB00072	D009196
DB05773	D009196
DB14962	D009196
DB00916	D007896
DB15759	D007896
DB00916	D016773
DB15759	D016773
DB00641	D012004
DB01137	D011471
DB01104	D012008
DB00884	D034381
DB00884	D003638
DB01254	D015448
DB01611	D003092
DB01611	D003093
DB01611	D014456
DB00065	D008223
DB00065	D016399
DB00065	D016411
DB06674	D008223
DB06674	D016399
DB06674	D016411
DB00281	D012131
DB00877	D016736
DB01181	D010190
DB00178	D000784
DB00178	D003330
DB01098	D000784
DB01098	D003330
DB01277	D003920
DB01277	D018149
DB00675	D008654
DB00675	D000086002
DB00675	D010673
DB00675	D018268
DB00619	D018567
DB00860	D010954
DB14631	D010954
DB14632	D010954
DB15566	D010954
DB03619	D016919
DB03619	D008581
DB01175	D004415
DB01229	D003110
DB13809	D003110
DB00924	D004194
DB11080	D002056
DB00783	D013315
DB13952	D013315
DB13954	D013315
DB13956	D013315
DB15690	D013315
DB00396	D013315
DB01435	D010031
DB01435	D010033
DB00497	D010523
DB14707	D006509
DB14707	D006505
DB04786	D001749
DB00586	D014514
DB00586	D053039
DB14039	D000096825
DB14039	D019066
DB14039	D005157
DB00575	D000086382
DB00575	D045888
DB00642	D001661
DB00254	D000072657
DB00177	D007676
DB00178	D007676
DB00620	D009442
DB00620	D009464
DB01076	D002537
DB01599	D020521
DB01599	D007511
DB01599	D058226
DB01373	D020521
DB01373	D000083242
DB01373	D002537
DB01373	D058226
DB00966	D015228
DB01132	D051436
DB00234	D010523
DB00234	D003929
DB01041	D006689
DB01167	D006967
DB00472	D014029
DB00928	D000073496
DB00755	D000073496
DB00331	D000084462
DB12332	D010190
DB00507	D001988
DB00378	D014594
DB00378	D011127
DB01395	D017497
DB01395	D016575
DB00783	D017497
DB13952	D017497
DB13954	D017497
DB13956	D017497
DB15690	D017497
DB00783	D016575
DB13952	D016575
DB13954	D016575
DB13956	D016575
DB15690	D016575
DB01098	D013166
DB01098	D025241
DB01098	D013167
DB01098	D007592
DB09035	D007251
DB06186	D007251
DB06822	D001157
DB06779	D001157
DB00708	D011671
DB01234	D010146
DB11487	D010146
DB14649	D010146
DB08868	D008175
DB08868	D055752
DB12624	D014005
DB12624	D014008
DB00203	D006349
DB00728	D002764
DB00728	D007415
DB00728	D007674
DB00728	D051436
DB00728	D004715
DB00728	D014596
DB00728	D011391
DB00958	D013953
DB06637	D010300
DB04868	D003110
DB00248	D015175
DB00248	D012008
DB01189	D013345
DB01189	D006470
DB00043	D000086382
DB00055	D007674
DB00055	D007676
DB11312	D007674
DB11312	D007676
DB00911	D014247
DB00126	D012516
DB14490	D012516
DB14484	D012516
DB14482	D012516
DB00668	D008175
DB00243	D005117
DB00921	D010148
DB01183	D010148
DB00603	D007246
DB01186	D019970
DB00884	D007246
DB01077	D007246
DB00813	D020896
DB01028	D020896
DB00818	D000437
DB15661	D007239
DB08842	D002349
DB08842	D002607
DB08842	D009408
DB08842	D015417
DB08842	D013577
DB00448	D057765
DB05351	D057765
DB16863	D003920
DB16863	D007003
DB00181	D012008
DB00864	D007511
DB00358	D016780
DB01137	D000085343
DB01045	D000085343
DB01201	D000085343
DB00620	D008171
DB00620	D008173
DB00620	D029424
DB00563	D009157
DB00563	D018908
DB00741	D009196
DB14538	D009196
DB14539	D009196
DB14540	D009196
DB14541	D009196
DB14543	D009196
DB14544	D009196
DB00741	D054437
DB14538	D054437
DB14539	D054437
DB14540	D054437
DB14541	D054437
DB14543	D054437
DB14544	D054437
DB08886	D054437
DB00563	D020529
DB00465	D002349
DB00465	D011885
DB00465	D000092503
DB00996	D006230
DB08872	D006230
DB01277	D003922
DB06774	D008881
DB00220	D008545
DB00220	D002292
DB00220	D007680
DB09462	D021183
DB09242	D050177
DB00367	D009369
DB09113	D001988
DB09113	D001990
DB06043	D008175
DB06043	D002289
DB09079	D012829
DB09079	D011009
DB09079	D001195
DB09079	D055008
DB08911	D001984
DB00047	D014652
DB00047	D016491
DB00047	D058729
DB06690	D040921
DB06690	D013313
DB01002	D010523
DB01002	D009437
DB01002	D011115
DB01002	D020918
DB01002	D012019
DB01002	D051474
DB01002	D003929
DB00227	D043183
DB00227	D003248
DB00633	D013705
DB00633	D013706
DB01221	D013705
DB01221	D013706
DB01235	D004194
DB16683	D004194
DB00190	D004194
DB16171	D004194
DB00494	D004194
DB01128	D050177
DB00313	D009447
DB00313	D009423
DB00313	D016543
DB05426	D006501
DB16555	D006501
DB05426	D001927
DB16555	D001927
DB09036	D010954
DB09036	D010265
DB09036	D008998
DB02513	D010510
DB00482	D009959
DB00482	D010255
DB00986	D002547
DB00986	D008607
DB00986	D004194
DB01008	D054685
DB08834	D008105
DB01043	D006408
DB01043	D020200
DB01043	D006406
DB00682	D005234
DB00682	D065626
DB00619	D012004
DB00745	D019969
DB06413	D019969
DB00445	D009503
DB01065	D016893
DB00750	D059787
DB00961	D059787
DB09065	D007938
DB09065	D054198
DB09065	D015456
DB09065	D000208
DB09073	D016609
DB00752	D007938
DB00752	D007951
DB00752	D015470
DB00752	D009190
DB06690	D014012
DB01005	D013964
DB00734	D009293
DB00246	D009293
DB00005	D010149
DB00005	D006547
DB00005	D006552
DB01065	D019446
DB01065	D053158
DB00482	D013964
DB14678	D008223
DB03366	D008654
DB03366	D000086002
DB03366	D008175
DB03366	D001201
DB00588	D001762
DB08906	D001762
DB13867	D001762
DB00181	D004942
DB00675	D011658
DB00675	D005355
DB00916	D019446
DB15759	D019446
DB00512	D019446
DB00537	D019446
DB00701	D007153
DB01001	D001990
DB00653	D007938
DB00653	D007951
DB00653	D015470
DB11239	D006509
DB11239	D006505
DB09087	D006509
DB09087	D006505
DB00054	D002545
DB00054	D000208
DB00829	D004829
DB00829	D017029
DB08885	D014604
DB00378	D007248
DB09063	D000096142
DB09063	D012878
DB11986	D000096142
DB11986	D012878
DB00295	D008107
DB00295	D005234
DB00295	D006505
DB00153	D011085
DB00603	D011085
DB00603	D014808
DB00603	D013577
DB01598	D010195
DB01597	D010195
DB00829	D013226
DB00512	D009422
DB11776	D001249
DB08868	D012559
DB00218	D007752
DB01255	D014029
DB00184	D006948
DB00495	D004198
DB00900	D004198
DB00619	D002296
DB00619	D018200
DB00218	D014946
DB00218	D017719
DB00319	D014946
DB00766	D014946
DB00724	D002292
DB00724	D018281
DB00899	D000073818
DB05087	D013035
DB05087	D013036
DB09322	D014860
DB01076	D001017
DB06626	D009362
DB01236	D008171
DB01236	D006976
DB01236	D017563
DB01236	D006973
DB09241	D053120
DB01132	D011507
DB00683	D016728
DB01221	D016728
DB11110	D000086382
DB00080	D009503
DB00080	D005334
DB00080	D019584
DB00802	D011595
DB00802	D000071257
DB01436	D002277
DB01436	D002294
DB01436	D000077195
DB01436	D052016
DB01436	D013280
DB01436	D007249
DB00845	D000086382
DB01037	D010300
DB00603	D014424
DB00603	D006059
DB01136	D018376
DB00313	D014929
DB00230	D006561
DB00633	D009369
DB06151	D019190
DB14080	D019190
DB14479	D019190
DB14480	D019190
DB00621	D013119
DB00621	D014947
DB01045	D005234
DB01045	D065626
DB00205	D012141
DB01299	D012141
DB00613	D012141
DB00273	D020820
DB00273	D004409
DB00915	D004409
DB11672	D008180
DB12582	D008180
DB08870	D009369
DB01327	D011230
DB02709	D006509
DB02709	D019694
DB06137	D007938
DB06137	D007951
DB06137	D015470
DB01183	D014474
DB01183	D003922
DB01183	D007003
DB00091	D011111
DB00091	D001171
DB00091	D014890
DB00091	D013700
DB00091	D014657
DB00091	D001167
DB00091	D013625
DB00091	D001015
DB00091	D015267
DB00091	D010488
DB00091	D018366
DB00091	D011696
DB00091	D012010
DB00635	D001171
DB00635	D010488
DB00635	D018366
DB00635	D012010
DB00959	D001167
DB14643	D001167
DB00959	D013625
DB14643	D013625
DB00959	D001015
DB14643	D001015
DB00959	D015267
DB14643	D015267
DB00959	D010488
DB14643	D010488
DB00959	D018366
DB14643	D018366
DB00959	D012010
DB14643	D012010
DB00959	D000743
DB14643	D000743
DB00959	D000744
DB14643	D000744
DB00959	D006461
DB14643	D006461
DB00531	D011111
DB00531	D001171
DB00531	D013700
DB00531	D018366
DB00531	D006967
DB00531	D006461
DB11094	D010018
DB01234	D056586
DB11487	D056586
DB14649	D056586
DB01234	D000755
DB11487	D000755
DB14649	D000755
DB00313	D009293
DB00313	D019966
DB01225	D054070
DB01225	D011186
DB06695	D054070
DB06695	D011186
DB14726	D054070
DB14726	D011186
DB09075	D054070
DB09075	D011186
DB09075	D012008
DB00653	D005322
DB00653	D012421
DB01104	D003704
DB00285	D003704
DB06218	D009437
DB06218	D051474
DB00210	D006967
DB09096	D006967
DB00619	D005185
DB00984	D009133
DB08804	D009133
DB13169	D009133
DB00770	D012735
DB00770	D020018
DB00476	D009103
DB00476	D012598
DB11823	D020918
DB11823	D012019
DB11823	D013001
DB09063	D018281
DB09063	D018285
DB09045	D003919
DB09045	D059606
DB09045	D059607
DB00437	D005317
DB01124	D059350
DB00201	D059350
DB00338	D059350
DB04868	D019337
DB04868	D008415
DB04868	D034721
DB04868	D017681
DB04868	D013577
DB00622	D003324
DB00622	D017202
DB00622	D003327
DB00177	D003240
DB00798	D012004
DB13026	D012004
DB01167	D007674
DB06695	D008171
DB06695	D017563
DB06695	D012595
DB06695	D045743
DB06695	D012594
DB14726	D008171
DB14726	D017563
DB14726	D012595
DB14726	D045743
DB14726	D012594
DB01093	D010003
DB12525	D008654
DB12525	D000086002
DB02348	D005882
DB00841	D058186
DB00988	D058186
DB06770	D016535
DB05381	D016535
DB00026	D003876
DB00026	D003872
DB00026	D004485
DB00834	D010554
DB00834	D001883
DB01002	D057925
DB01043	D009437
DB02546	D000230
DB01006	D001932
DB00507	D015658
DB00224	D012514
DB00224	D012509
DB00704	D009209
DB01076	D011552
DB00193	D013180
DB00956	D013180
DB00377	D009101
DB00377	D054219
DB00051	D011470
DB00051	D006965
DB01098	D059413
DB00787	D017726
DB00787	D012173
DB00482	D003967
DB09146	D011595
DB09146	D012148
DB11886	D046152
DB11945	D005185
DB01017	D017484
DB01406	D000741
DB00916	D007752
DB15759	D007752
DB00199	D007752
DB09070	D010024
DB00798	D052016
DB00798	D013280
DB01234	D052016
DB11487	D052016
DB14649	D052016
DB00727	D009336
DB14155	D011671
DB11234	D011671
DB00956	D045888
DB00956	D052582
DB00956	D053684
DB01073	D018450
DB08862	D003924
DB00126	D017495
DB14490	D017495
DB14484	D017495
DB14482	D017495
DB01395	D019584
DB01043	D009423
DB01043	D016543
DB00448	D012131
DB05351	D012131
DB00776	D044342
DB00912	D010300
DB09078	D008654
DB09078	D000086002
DB00281	D010148
DB00112	D007951
DB00112	D015464
DB00112	D001752
DB00465	D006956
DB06802	D006956
DB11080	D016066
DB11080	D010996
DB00770	D003928
DB00770	D000860
DB01123	D002277
DB01123	D065311
DB01307	D000544
DB01307	D060825
DB00435	D014647
DB00435	D007871
DB00435	D014456
DB01167	D016609
DB01006	D016609
DB01128	D010051
DB01128	D000077216
DB01128	D016609
DB00331	D054143
DB01234	D018792
DB11487	D018792
DB14649	D018792
DB00959	D018792
DB14643	D018792
DB00860	D018792
DB14631	D018792
DB14632	D018792
DB15566	D018792
DB00635	D000092124
DB01076	D029424
DB01115	D013927
DB01115	D020246
DB04896	D020069
DB08918	D020069
DB05426	D006333
DB16555	D006333
DB00305	D008173
DB00695	D011655
DB00695	D004617
DB00695	D006984
DB00512	D008581
DB06262	D020734
DB00620	D052582
DB12465	D016638
DB11581	D015473
DB05382	D002051
DB05382	D020522
DB05382	D018442
DB05382	D054198
DB05382	D016403
DB05382	D016400
DB05382	D000069293
DB05382	D008258
DB16572	D002051
DB16572	D008224
DB16572	D008228
DB16572	D016393
DB16572	D020522
DB16572	D018442
DB16572	D054198
DB16572	D016403
DB16572	D016400
DB16572	D000069293
DB16572	D008258
DB16572	D017728
DB01124	D014376
DB00514	D014376
DB00201	D014376
DB00338	D014376
DB00575	D009325
DB00575	D020250
DB00571	D013274
DB09274	D010212
DB13132	D009369
DB13132	D010212
DB00214	D011225
DB00841	D051437
DB00235	D051437
DB01008	D054218
DB04572	D054218
DB01104	D011289
DB01104	D009190
DB01098	D002537
DB01060	D000072836
DB00766	D000072836
DB00264	D000789
DB01020	D000787
DB09401	D000787
DB01020	D000789
DB09401	D000789
DB00883	D000787
DB00883	D000789
DB00727	D000789
DB01041	D000092122
DB08826	D060825
DB01234	D013717
DB11487	D013717
DB14649	D013717
DB00620	D013717
DB00297	D012133
DB05381	D015477
DB05381	D054429
DB01373	D014777
DB04272	D011471
DB09154	D011471
DB04932	D020258
DB00073	D001528
DB00758	D058226
DB08816	D058226
DB06151	D020521
DB14080	D020521
DB14479	D020521
DB14480	D020521
DB06151	D000083242
DB14080	D000083242
DB14479	D000083242
DB14480	D000083242
DB06151	D002544
DB14080	D002544
DB14479	D002544
DB14480	D002544
DB06151	D007511
DB14080	D007511
DB14479	D007511
DB14480	D007511
DB00650	D003863
DB00650	D003866
DB00650	D012559
DB00650	D003865
DB00158	D003866
DB00158	D003865
DB00205	D003863
DB00205	D003866
DB00205	D012559
DB00205	D003865
DB11596	D003863
DB11596	D003866
DB11596	D012559
DB11596	D003865
DB01132	D009369
DB01076	D050177
DB00608	D005334
DB00205	D005334
DB01299	D005334
DB00126	D001943
DB00126	D009362
DB00126	D018267
DB14490	D001943
DB14490	D009362
DB14490	D018267
DB14484	D001943
DB14484	D009362
DB14484	D018267
DB14482	D001943
DB14482	D009362
DB14482	D018267
DB00200	D001943
DB00200	D000230
DB00200	D010190
DB00200	D009362
DB00200	D018267
DB00898	D000230
DB00898	D009362
DB00898	D018267
DB01042	D000230
DB01042	D010190
DB01042	D018267
DB00262	D002277
DB00262	D000230
DB00262	D010190
DB00262	D009362
DB00262	D018267
DB06825	D012509
DB06825	D012516
DB06825	D012512
DB00136	D008171
DB15557	D008171
DB00136	D008173
DB15557	D008173
DB00136	D029424
DB15557	D029424
DB06822	D058186
DB06779	D058186
DB08813	D058186
